iter	MultiClass
296	0.8929779929
297	0.8923316849
298	0.8917869377
299	0.8911518889
300	0.8906089488
301	0.8902631742
302	0.8898025138
303	0.8892240405
304	0.8887350963
305	0.8881157219
306	0.8875420855
307	0.8867810983
308	0.8865805071
309	0.88608467
310	0.8855298682
311	0.8851589991
312	0.8845179027
313	0.8840697815
314	0.8835441723
315	0.8829153319
316	0.8825104864
317	0.8818449261
318	0.8810253671
319	0.8806478542
320	0.8800400771
321	0.8794337969
322	0.8786506843
323	0.8781315633
324	0.8777763043
325	0.8770566194
326	0.8764380584
327	0.8759726641
328	0.8751642439
329	0.8745174551
330	0.8737250196
331	0.8731467668
332	0.8725738353
333	0.8719089049
334	0.8716751905
335	0.8712204732
336	0.8706258581
337	0.8702019571
338	0.8697161573
339	0.8691439376
340	0.8687531695
341	0.8684197694
342	0.86805682
343	0.8673781021
344	0.8670053212
345	0.8666138011
346	0.8661434951
347	0.8658087932
348	0.8653807193
349	0.8648905306
350	0.8642621851
351	0.8639837374
352	0.8632695039
353	0.8627350705
354	0.862254144
355	0.8618442493
356	0.861615942
357	0.8609229095
358	0.8604506356
359	0.8602111123
360	0.8598826376
361	0.8593463906
362	0.8589239923
363	0.8585658983
364	0.8581172928
365	0.8575382688
366	0.8571947222
367	0.8567409211
368	0.8563837564
369	0.855865283
370	0.8555934007
371	0.8551305634
372	0.8546290969
373	0.8542010527
374	0.8539511412
375	0.8533899547
376	0.8529200649
377	0.8523453929
378	0.8517443043
379	0.8513011899
380	0.8507729737
381	0.8502601079
382	0.8494130236
383	0.8488558463
384	0.8482400692
385	0.8477974305
386	0.8472864848
387	0.8466783155
388	0.846279349
389	0.8458997938
390	0.8454991306
391	0.8452426219
392	0.8449872389
393	0.8444968827
394	0.844073387
395	0.8437827714
396	0.8434142061
397	0.8430407108
398	0.8425466746
399	0.8421206068
400	0.841817357
401	0.8413643103
402	0.8408976013
403	0.8406616604
404	0.8401602879
405	0.8398401653
406	0.8394654009
407	0.8389494492
408	0.8386445369
409	0.838367721
410	0.8376310562
411	0.8371745965
412	0.8367179007
413	0.8362547564
414	0.8358734219
415	0.8353749542
416	0.8351246689
417	0.8347543291
418	0.8345289491
419	0.8339617609
420	0.8333321277
421	0.8329254388
422	0.8322827025
423	0.8320601525
424	0.8315874672
425	0.8311899547
426	0.8307484739
427	0.83035264
428	0.8298451701
429	0.8293262351
430	0.8287985511
431	0.8284243183
432	0.8281273835
433	0.8278479499
434	0.8275642313
435	0.8269891889
436	0.8263974804
437	0.8257921792
438	0.8255832278
439	0.8250607362
440	0.8245349211
441	0.8236878544
442	0.8234482883
443	0.8229164859
444	0.8225841763
445	0.8221553648
446	0.821659247
447	0.8213735408
448	0.8209675567
449	0.8205725985
450	0.8202989546
451	0.8198908652
452	0.819494823
453	0.8191988907
454	0.8188137927
455	0.8183336907
456	0.8180153165
457	0.8177264394
458	0.8172988781
459	0.8169763216
460	0.8166169856
461	0.8160764682
462	0.815624142
463	0.8152371194
464	0.8149525831
465	0.8147316345
466	0.8142614524
467	0.8138956566
468	0.8134460235
469	0.8130797102
470	0.8126549007
471	0.8121291287
472	0.8118633539
473	0.8114887545
474	0.8110438745
475	0.8107290739
476	0.8103424042
477	0.8100220482
478	0.8096085602
479	0.8092814286
480	0.8088451234
481	0.8083777872
482	0.8082827112
483	0.8079973378
484	0.8074831978
485	0.8071268135
486	0.8067312459
487	0.8065223778
488	0.8062940719
489	0.8062050056
490	0.8058227469
491	0.8053420337
492	0.8051698793
493	0.8048570092
494	0.8044395406
495	0.8040273913
496	0.8037065683
497	0.8033611571
498	0.8030745751
499	0.8026198546
500	0.8024052631
501	0.8020602023
502	0.8017747308
503	0.8014702238
504	0.8011586167
505	0.8006760635
506	0.800375646
507	0.8000373643
508	0.7998468641
509	0.7993435388
510	0.7990178978
511	0.7986741694
512	0.798150975
513	0.7976531214
514	0.7973558909
515	0.7969508984
516	0.7966034776
517	0.7961408375
518	0.7957551182
519	0.7954679831
520	0.7949673248
521	0.7948124387
522	0.794661702
523	0.7941413845
524	0.7937792755
525	0.7934424725
526	0.7931068832
527	0.7925845281
528	0.7922968975
529	0.7920599466
530	0.7918142109
531	0.7916776038
532	0.7912803939
533	0.791136111
534	0.7906970023
535	0.7903961091
536	0.7900353527
537	0.7898151621
538	0.7895604154
539	0.7892310174
540	0.7889073055
541	0.7885664938
542	0.7883605256
543	0.78801629
544	0.7876352933
545	0.7873095855
546	0.7870825396
547	0.786672656
548	0.7862886856
549	0.7860719513
550	0.7856786347
551	0.7852593845
552	0.7849091012
553	0.7846759653
554	0.7842366252
555	0.7840282086
556	0.7837514046
557	0.783346696
558	0.782905065
559	0.7826356583
560	0.782061848
561	0.7816680911
562	0.7813480632
563	0.781048382
564	0.7806814863
565	0.780372496
566	0.7799255323
567	0.7794202851
568	0.7792300406
569	0.7789090623
570	0.7785821865
571	0.7782228928
572	0.7776537033
573	0.7772093791
574	0.7766305291
575	0.7761900764
576	0.7758723314
577	0.775657457
578	0.7752862936
579	0.7748053356
580	0.7746202493
581	0.7741199342
582	0.7736589446
583	0.7733605138
584	0.7731684408
585	0.772834214
586	0.772424219
587	0.7721539262
588	0.7719183981
589	0.7715141024
590	0.7712108192
591	0.7707256001
592	0.77027715
593	0.7699637875
594	0.7696800943
595	0.7693557172
596	0.7689906495
597	0.768763872
598	0.7684238767
599	0.7680080933
600	0.7675882081
601	0.7671144463
602	0.7668094626
603	0.766450264
604	0.7660966874
605	0.7656247698
606	0.7654389904
607	0.7652233937
608	0.7648782461
609	0.764588845
610	0.7643785264
611	0.7640931742
612	0.7636663889
613	0.7633675012
614	0.7630851299
615	0.7628742627
616	0.7626940404
617	0.7623040828
618	0.762074874
619	0.7617730124
620	0.7614890801
621	0.7610592475
622	0.7605638765
623	0.76029414
624	0.7600790659
625	0.7597533524
626	0.7594796999
627	0.7591346433
628	0.7585207976
629	0.7582609629
630	0.757912439
631	0.7575783969
632	0.7573903436
633	0.7569586618
634	0.7564345528
635	0.7562070515
636	0.7559761893
637	0.7557326619
638	0.7555023074
639	0.7553135108
640	0.7552020741
641	0.7548770892
642	0.7545136471
643	0.7541405489
644	0.7537852082
645	0.7536548302
646	0.7534126872
647	0.752993814
648	0.7527415769
649	0.7526165407
650	0.7521229619
651	0.7518560519
652	0.7515725119
653	0.7513886938
654	0.7511659171
655	0.7505870183
656	0.7503958233
657	0.7502891662
658	0.7498510207
659	0.7494420114
660	0.7492830005
661	0.7490371137
662	0.7487981115
663	0.7485258314
664	0.7481935944
665	0.7479742292
666	0.7475803823
667	0.7473432063
668	0.747120405
669	0.7467045232
670	0.7463976782
671	0.7461633572
672	0.7458004342
673	0.7455171146
674	0.745208072
675	0.7450663665
676	0.744770425
677	0.7444639114
678	0.7438876031
679	0.7435505423
680	0.7434002155
681	0.7432556883
682	0.7429672819
683	0.7425716887
684	0.7424202055
685	0.742116725
686	0.7416681862
687	0.7414223678
688	0.741074243
689	0.7408330131
690	0.7405413064
691	0.7401801217
692	0.7398072973
693	0.7395304795
694	0.7393549061
695	0.7391661947
696	0.7387687135
697	0.7384619555
698	0.7382053546
699	0.7379648744
700	0.7375643009
701	0.7372213508
702	0.7366529921
703	0.7362991482
704	0.7361494454
705	0.7357524345
706	0.7354620664
707	0.7351838112
708	0.7349217536
709	0.734586035
710	0.7342339014
711	0.7339786566
712	0.7337490083
713	0.7336733029
714	0.7333434763
715	0.7331332015
716	0.7329033966
717	0.732698723
718	0.7323847606
719	0.7320454288
720	0.7317859642
721	0.731361142
722	0.7310815812
723	0.7308345202
724	0.7305842589
725	0.7304062878
726	0.7299863399
727	0.7295136334
728	0.7291047032
729	0.7288072019
730	0.7285215276
731	0.728325444
732	0.7280645457
733	0.7276564001
734	0.7274934331
735	0.7272976807
736	0.7270326129
737	0.72662577
738	0.7263414762
739	0.7259738661
740	0.7257209848
741	0.7254854802
742	0.7252767656
743	0.7251059044
744	0.7247805201
745	0.7245620648
746	0.7243673567
747	0.7241362849
748	0.7238696978
749	0.7237017724
750	0.7233142183
751	0.722954793
752	0.7226224551
753	0.7223739398
754	0.7221673526
755	0.7220148124
756	0.7217078193
757	0.721470188
758	0.7211849392
759	0.720913367
760	0.7205677275
761	0.720203488
762	0.7198970592
763	0.7195355081
764	0.7190976849
765	0.7189167151
766	0.7187812861
767	0.7185165025
768	0.7183094415
769	0.7180408739
770	0.7176932805
771	0.7175582934
772	0.7171677687
773	0.71688492
774	0.7166875428
775	0.7164822633
776	0.7161760171
