iter	MultiClass
301	0.8998335072
302	0.8992219495
303	0.8988783039
304	0.8985914305
305	0.898158433
306	0.8977268711
307	0.8972657439
308	0.8970371175
309	0.8965457586
310	0.8958831398
311	0.8951775289
312	0.8941439928
313	0.8936491774
314	0.8933325106
315	0.8927388787
316	0.8919382828
317	0.8913917885
318	0.8909046291
319	0.8905161227
320	0.889781442
321	0.8888351969
322	0.8883666301
323	0.8878008498
324	0.8873971924
325	0.8866551281
326	0.8862761395
327	0.8858304012
328	0.8854414828
329	0.8847671852
330	0.8842917873
331	0.8838510801
332	0.8833897836
333	0.8825800819
334	0.8821298112
335	0.881724527
336	0.881211946
337	0.8804945229
338	0.8800938513
339	0.879629925
340	0.8789882441
341	0.8782529368
342	0.8777054857
343	0.8774779314
344	0.8767633354
345	0.876237668
346	0.8755414378
347	0.8750486443
348	0.8746144012
349	0.8741864993
350	0.8736482528
351	0.8728210596
352	0.8722306309
353	0.8716606309
354	0.8710734394
355	0.8704301655
356	0.8697710504
357	0.8691605916
358	0.8688746067
359	0.8682984228
360	0.8677644333
361	0.8673494871
362	0.8670632775
363	0.866535884
364	0.8661323039
365	0.8655137828
366	0.8648389944
367	0.8645534615
368	0.8639952582
369	0.8635504914
370	0.8632141791
371	0.8625747413
372	0.8623042978
373	0.8616947702
374	0.8610457111
375	0.8603924792
376	0.8599348036
377	0.8596796541
378	0.8594268612
379	0.8590536669
380	0.8584616057
381	0.858122334
382	0.8577708492
383	0.8573136682
384	0.8570182792
385	0.8565913329
386	0.8562720857
387	0.8558808204
388	0.8555418355
389	0.8549971713
390	0.8545281418
391	0.8542014314
392	0.8536964631
393	0.8532270125
394	0.8526785957
395	0.8522380722
396	0.8518070883
397	0.8513791905
398	0.8511835306
399	0.850612903
400	0.8503210106
401	0.8497136436
402	0.849303131
403	0.8489701919
404	0.8485286699
405	0.8479352757
406	0.8475833771
407	0.8472025568
408	0.846955437
409	0.8466002307
410	0.8458977345
411	0.8453171646
412	0.8447511402
413	0.8442921787
414	0.8439116695
415	0.8434041347
416	0.8430872861
417	0.8426964332
418	0.8420923012
419	0.8416089144
420	0.8412846248
421	0.8409607851
422	0.8404953361
423	0.8396888846
424	0.8390281651
425	0.8385153493
426	0.8381152779
427	0.8375055697
428	0.8371000525
429	0.8367527596
430	0.8361987671
431	0.8356118887
432	0.8352215031
433	0.8345518109
434	0.8342932537
435	0.8337336187
436	0.8334416791
437	0.8329756114
438	0.8323523955
439	0.8319551122
440	0.8318307914
441	0.8314164993
442	0.8308009053
443	0.8301713355
444	0.8296969979
445	0.8290033042
446	0.8286618615
447	0.8281898089
448	0.8276399928
449	0.8271758202
450	0.8266678446
451	0.8264337951
452	0.8260033264
453	0.8257541318
454	0.8251384482
455	0.8246435997
456	0.8242946043
457	0.823756237
458	0.823128219
459	0.822637764
460	0.8222013508
461	0.821892582
462	0.8215551107
463	0.821001346
464	0.8207470443
465	0.8202072945
466	0.8199744521
467	0.8196354522
468	0.8191562268
469	0.8185862281
470	0.8180761573
471	0.8177992807
472	0.8174809211
473	0.8170054935
474	0.816567076
475	0.8161000615
476	0.8156563515
477	0.8152149774
478	0.8150915201
479	0.8146873683
480	0.8141036855
481	0.8135772452
482	0.8131451594
483	0.812802238
484	0.8124317225
485	0.8118145428
486	0.8116204399
487	0.8110004739
488	0.8105736294
489	0.8100847598
490	0.8098022961
491	0.8095584537
492	0.8093652507
493	0.8088343132
494	0.8084833848
495	0.808020498
496	0.8076195602
497	0.8072744758
498	0.8067743658
499	0.8063932081
500	0.8059075558
501	0.805682753
502	0.8054111402
503	0.8050103246
504	0.8047620518
505	0.8042275532
506	0.8038411366
507	0.8033931878
508	0.80311471
509	0.8028767913
510	0.8025675111
511	0.80230246
512	0.8019990738
513	0.8016525875
514	0.8011728048
515	0.8006705161
516	0.8002805604
517	0.8000656011
518	0.7997033457
519	0.7991125208
520	0.7988697404
521	0.7984422659
522	0.7980647383
523	0.7977091413
524	0.7973033489
525	0.7971149997
526	0.7967306183
527	0.7964348356
528	0.796121223
529	0.795782934
530	0.7953481502
531	0.7948680257
532	0.7946230634
533	0.7944821983
534	0.7941725147
535	0.7937420569
536	0.793376399
537	0.7930353365
538	0.7925549961
539	0.7923593133
540	0.7917363213
541	0.7914067185
542	0.7909180618
543	0.790399153
544	0.7901446398
545	0.7898903374
546	0.789368022
547	0.7890942697
548	0.7886555224
549	0.7882543366
550	0.7879138884
551	0.7876773607
552	0.7873465836
553	0.7870098532
554	0.7868131982
555	0.786480588
556	0.7862083241
557	0.7857565548
558	0.785533009
559	0.7849221724
560	0.7844831388
561	0.7839215808
562	0.7836412827
563	0.7832093966
564	0.7830648265
565	0.7827960721
566	0.7825312292
567	0.782337262
568	0.7819730886
569	0.7816165755
570	0.7812957066
571	0.7810343461
572	0.7804862032
573	0.7802200872
574	0.7798822472
575	0.7796544791
576	0.7791720647
577	0.778544596
578	0.7783972927
579	0.7779223661
580	0.7776440747
581	0.7773157016
582	0.7769882751
583	0.7767306385
584	0.7764145607
585	0.7761933394
586	0.775873434
587	0.775657606
588	0.7754023072
589	0.7751591144
590	0.7746772865
591	0.7742541083
592	0.7738957008
593	0.7736158321
594	0.7729516115
595	0.7726078864
596	0.7721881139
597	0.7718457335
598	0.7712510781
599	0.7710393131
600	0.7707989004
601	0.7704706564
602	0.7697622517
603	0.7694807773
604	0.7693090403
605	0.7690201763
606	0.7687311179
607	0.7683802564
608	0.7680839903
609	0.767828481
610	0.7672333042
611	0.7667628019
612	0.7665147914
613	0.7660972522
614	0.7658007687
615	0.7654615049
616	0.7652382284
617	0.7648743343
618	0.7645304609
619	0.7641878474
620	0.7637790092
621	0.7632144588
622	0.7625690906
623	0.7623532782
624	0.7622123034
625	0.7617288528
626	0.7614074156
627	0.7609998097
628	0.7606995513
629	0.7604703205
630	0.7602035721
631	0.7598617601
632	0.7595623479
633	0.7592330438
634	0.7589170006
635	0.7585803588
636	0.7583027756
637	0.7579670944
638	0.7575171023
639	0.7573296303
640	0.757099162
641	0.7566951927
642	0.7563954679
643	0.7561770531
644	0.75575116
645	0.7554543258
646	0.7553031947
647	0.7549691126
648	0.7544715706
649	0.7543331741
650	0.7539270168
651	0.7536094031
652	0.7531489399
653	0.7528394237
654	0.7522974892
655	0.7518776531
656	0.7516278947
657	0.7511603409
658	0.7509209966
659	0.7508014678
660	0.7507232543
661	0.7504461097
662	0.750158652
663	0.7497079643
664	0.7494008096
665	0.7490985353
666	0.7489726735
667	0.7486192174
668	0.7483072763
669	0.7480492317
670	0.7478207505
671	0.7474319613
672	0.7473275167
673	0.7469090881
674	0.7467647943
675	0.746457332
676	0.745964978
677	0.7456560173
678	0.7454129365
679	0.7452617908
680	0.7447163403
681	0.7444247981
682	0.7441799543
683	0.7437917054
684	0.7435494242
685	0.7430558233
686	0.74269278
687	0.7423900069
688	0.7420631374
689	0.7417723142
690	0.7416221757
691	0.7414171848
692	0.74116531
693	0.7406930231
694	0.7404409951
695	0.7400103729
696	0.739649039
697	0.7393165193
698	0.7390675181
699	0.7386388016
700	0.7383536309
701	0.7380614013
702	0.737831352
703	0.7373735673
704	0.7370630206
705	0.7367877057
706	0.7365106378
707	0.736336614
708	0.7360812388
709	0.7358164678
710	0.735536478
711	0.7353486127
712	0.7351031527
713	0.7348370819
714	0.7345421811
715	0.7341946835
716	0.7340612033
717	0.7336953133
718	0.7333414681
719	0.7328458518
720	0.7325658263
721	0.7322654141
722	0.7318888402
723	0.7316072751
724	0.7310641932
725	0.7306601339
726	0.7302324495
727	0.7300741079
728	0.7297540549
729	0.7293929944
730	0.7291918077
731	0.7290050826
732	0.7286129283
733	0.7279616504
734	0.7275805029
735	0.7271199842
736	0.7269451803
737	0.7267780923
738	0.7267160808
739	0.7265600391
740	0.7262035542
741	0.7258472708
742	0.7255905067
743	0.7253613203
744	0.7252619605
745	0.724899831
746	0.7246994988
747	0.7244279425
748	0.7241411098
749	0.7238174795
750	0.7234310681
751	0.7232433899
752	0.7228003896
753	0.7226168075
754	0.7223926635
755	0.7221489691
756	0.7218524689
757	0.7214891756
758	0.721302765
759	0.7207830067
760	0.7204996757
761	0.7201008793
762	0.7199284547
763	0.7195326114
764	0.7192586851
765	0.718920007
766	0.718560923
767	0.7182197407
768	0.7178778775
769	0.7176577199
770	0.7173101753
771	0.7171261342
772	0.7168439582
773	0.7166301713
774	0.716357702
775	0.716041172
776	0.7156037038
777	0.7152576432
778	0.714910891
779	0.714566704
780	0.7143923872
781	0.7138501953
782	0.7136700964
783	0.713351268
784	0.7130997186
785	0.7128319175
786	0.7125656573
787	0.7122752808
788	0.711975313
789	0.7117584732
790	0.7114158375
791	0.7112736332
792	0.7108529573
793	0.7107410971
794	0.7105515696
795	0.7101937429
796	0.7098860065
797	0.7096743354
798	0.7093738249
799	0.7091529029
800	0.7089413561
801	0.7086106907
802	0.7080567183
803	0.7075917467
804	0.7070624796
805	0.7069021336
806	0.7064734604
807	0.7062199661
808	0.7060615227
809	0.7057874964
810	0.7056664365
811	0.7053382817
812	0.7051253085
813	0.7048359262
814	0.7046564798
815	0.7044316166
816	0.7041681764
817	0.703900702
818	0.7036493729
819	0.7033300197
820	0.7031136793
821	0.7028921111
822	0.7025729539
823	0.702218008
824	0.7018762945
825	0.7015868405
826	0.7011746237
827	0.7010307732
828	0.7007475522
829	0.700461566
830	0.7003187213
831	0.7001257282
832	0.6999439879
833	0.6997344591
834	0.6995689041
835	0.6991411129
836	0.6989741832
837	0.6987750836
838	0.6984011391
839	0.6982040127
840	0.6979252977
